Bot-IOt

1.00	0.00	0.00	13.00	4.00	240.00	0.00	1,196.00	0.00	0.00	0.00	2.00	120.00	0.00	0.00	0
2.00	3.00	12.00	14.00	10.00	680.00	0.00	1,453.95	0.00	0.00	0.00	5.00	350.00	0.01	0.00	0
3.00	4.00	3.00	39.00	2.00	180.00	0.00	0.05	0.05	0.05	0.05	1.00	90.00	20.59	0.00	0
4.00	0.00	7.00	17.00	10.00	510.00	0.00	1,454.08	0.00	0.00	0.00	5.00	210.00	0.01	0.00	0
5.00	4.00	5.00	6.00	4.00	630.00	0.00	569.93	0.10	0.20	0.02	2.00	174.00	0.01	0.00	0
6.00	0.00	0.00	12.00	2.00	120.00	0.00	0.00	0.00	0.00	0.00	1.00	60.00	2,724.80	0.00	0
7.00	0.00	5.00	6.00	4.00	240.00	0.00	569.86	0.00	0.00	0.00	2.00	120.00	0.01	0.00	0
8.00	4.00	4.00	18.00	2.00	172.00	2.00	2.50	0.00	0.00	0.00	2.00	172.00	0.40	0.40	0
9.00	4.00	3.00	18.00	2.00	172.00	2.00	2.50	0.00	0.00	0.00	2.00	172.00	0.40	0.40	0
10.00	0.00	4.00	6.00	6.00	360.00	0.00	1,152.26	0.00	0.00	0.00	3.00	180.00	0.00	0.00	0
11.00	4.00	12.00	11.00	4.00	1,086.00	2.00	728.37	0.00	0.00	0.00	4.00	1,086.00	0.00	0.00	0
12.00	4.00	4.00	44.00	2.00	172.00	0.00	0.01	0.01	0.01	0.01	1.00	86.00	132.93	0.00	0
13.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	9,259.26	0.00	1
14.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	9,345.79	0.00	1
15.00	3.00	4.00	13.00	3.00	180.00	5.00	0.00	0.00	0.00	0.00	2.00	120.00	9,090.91	4,545.45	1
16.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	7,633.59	0.00	1
17.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	7,692.31	0.00	1
18.00	3.00	4.00	13.00	3.00	180.00	5.00	0.00	0.00	0.00	0.00	2.00	120.00	8,130.08	4,065.04	1
19.00	3.00	4.00	13.00	3.00	180.00	5.00	0.00	0.00	0.00	0.00	2.00	120.00	8,264.46	4,132.23	1
20.00	3.00	4.00	13.00	3.00	180.00	5.00	0.00	0.00	0.00	0.00	2.00	120.00	7,905.14	3,952.57	1
21.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	10,000.00	0.00	1
22.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	9,523.81	0.00	1
23.00	3.00	4.00	13.00	2.00	120.00	5.00	0.00	0.00	0.00	0.00	1.00	60.00	27,027.03	0.00	1


NSL-KDD



1	19	9	491	0	0	2	2	1	0	150	25	0.17	0.03	0.17	0	0	0	0.05	1
2	40	9	146	0	0	13	1	0.08	0.15	255	1	0	0.6	0.88	0	0	0	0	1
1	45	5	0	0	0	123	6	0.05	0.07	255	26	0.1	0.05	0	0	1	1	0	0
1	22	9	232	8153	1	5	5	1	0	30	255	1	0	0.03	0.04	0.03	0.01	0	1
1	22	9	199	420	1	30	32	1	0	255	255	1	0	0	0	0	0	0	1
1	45	1	0	0	0	121	19	0.16	0.06	255	19	0.07	0.07	0	0	0	0	1	0
1	45	5	0	0	0	166	9	0.05	0.06	255	9	0.04	0.05	0	0	1	1	0	0
1	45	5	0	0	0	117	16	0.14	0.06	255	15	0.06	0.07	0	0	1	1	0	0
1	47	5	0	0	0	270	23	0.09	0.05	255	23	0.09	0.05	0	0	1	1	0	0
1	45	5	0	0	0	133	8	0.06	0.06	255	13	0.05	0.06	0	0	1	1	0	0
1	45	1	0	0	0	205	12	0.06	0.06	255	12	0.05	0.07	0	0	0	0	1	0
1	45	5	0	0	0	199	3	0.02	0.06	255	13	0.05	0.07	0	0	1	1	0	0
1	22	9	287	2251	1	3	7	1	0	8	219	1	0	0.12	0.03	0	0	0	1
1	19	9	334	0	1	2	2	1	0	2	20	1	0	1	0.2	0	0	0	0
1	32	5	0	0	0	233	1	0	0.06	255	1	0	0.07	0	0	1	1	0	0
1	34	5	0	0	0	96	16	0.17	0.05	255	2	0.01	0.06	0	0	1	1	0	0
1	22	9	300	13788	1	8	9	1	0	91	255	1	0	0.01	0.02	0	0	0	1
0	13	9	18	0	0	1	1	1	0	1	16	1	0	1	1	0	0	0	0
1	22	9	233	616	1	3	3	1	0	66	255	1	0	0.02	0.03	0	0	0.02	1
1	22	9	343	1178	1	9	10	1	0	157	255	1	0	0.01	0.04	0	0	0	1
1	31	5	0	0	0	223	23	0.1	0.05	255	23	0.09	0.05	0	0	1	1	0	0
1	45	5	0	0	0	280	17	0.06	0.05	238	17	0.07	0.06	0	0	0.99	1	0	0
1	22	9	253	11905	1	8	10	1	0	87	255	1	0	0.01	0.02	0	0	0	1
2	40	9	147	105	0	1	1	1	0	255	1	0	0.85	1	0	0	0	0	1
